No,Classification,label,notation,easting,northing,lat,long,easting_count,northing_count,coordinate,wiskiID,dateOpened,datum,boreholeDepth,aquifer,dipped,logged,amount_dipped,start_dipped,end_dipped,amount_logged,start_logged,end_logged,CHARACTER,FLOW_MECHA,Elevation,distance,Top aquifer
539,,Heck Ings Lane Wood,eabf6347-3ef4-4a37-b652-3da2ff4a901c,461142,423432,53.703735,-1.075289,1,1,,SE62HIW0SS,1/9/1981,5.06,,SS,http://environment.data.gov.uk/hydrology/id/measures/eabf6347-3ef4-4a37-b652-3da2ff4a901c-gw-dipped-i-mAOD-qualified,,448,1/9/1981,2/20/2024,,,,Highly productive aquifer,Significant intergranular flow,6.966097832,1326.57288,Triassic sandstones
540,No trend,Amwell 8,a3cb47ff-5346-413c-8863-d5d6d44001d2,537310,213570,51.803912,-0.00992,1,1,,TL31_174,2/6/2003,45.68,20,Chalk,http://environment.data.gov.uk/hydrology/id/measures/a3cb47ff-5346-413c-8863-d5d6d44001d2-gw-dipped-i-mAOD-qualified,,212,2/6/2003,11/6/2023,,,,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,45.61492538,33206.53855,Chalk
541,,Heley House,1171d2d0-e123-4e9c-bd52-187874a20b63,435708,526455,54.631952,-1.448362,1,1,,25-4-27,11/13/1969,,,,http://environment.data.gov.uk/hydrology/id/measures/1171d2d0-e123-4e9c-bd52-187874a20b63-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/1171d2d0-e123-4e9c-bd52-187874a20b63-gw-logged-i-subdaily-mAOD-qualified,153,1/27/2003,8/15/2023,186720,11/13/1969,8/15/2023,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,82.15769958,553.5672382,Magnesian Limestone
542,,De Lank,5f9cca1c-1b92-48ec-8265-718be6e476e3,213206,76675,50.559901,-4.638621,1,1,,25C01,1/4/2002,0,,,,http://environment.data.gov.uk/hydrology/id/measures/5f9cca1c-1b92-48ec-8265-718be6e476e3-gw-logged-i-subdaily-mAOD-qualified,,,,733834,1/4/2002,2/26/2024,Low productivity aquifer,Flow is virtually all through fractures and other discontinuities,239.1581726,6620.117412,#N/A
543,,Hammerpot Cottage,5709f754-7fa5-4f17-a424-0f6709bebe25,506655,105775,50.841679,-0.48656,1,2,,244141021,6/24/2002,13.96,60.96,Chalk Group (undivided),http://environment.data.gov.uk/hydrology/id/measures/5709f754-7fa5-4f17-a424-0f6709bebe25-gw-dipped-i-mAOD-qualified,,249,6/24/2002,1/2/2024,,,,Low productivity aquifer,Significant intergranular flow,13.06075382,18547.19981,Chalk
544,,Coldwaltham,e322e313-c1b1-42d5-87e7-ec7b2271ae55,502655,116825,50.941735,-0.540249,1,1,,244150001,7/6/1977,12.33,40.14,Lower Greensand Group (undivided),http://environment.data.gov.uk/hydrology/id/measures/e322e313-c1b1-42d5-87e7-ec7b2271ae55-gw-dipped-i-mAOD-qualified,,431,7/6/1977,1/12/2024,,,,Rocks with essentially no groundwater,,12.16359711,7081.553042,Lower Greensand
545,,Thursley,8594ffab-e6e7-4d3c-a29f-087e5f849baa,490685,140695,51.158327,-0.7046,1,1,,SU94_121,8/4/2002,64.2,20,"Lower Greensand, Folkestone Formation",http://environment.data.gov.uk/hydrology/id/measures/8594ffab-e6e7-4d3c-a29f-087e5f849baa-gw-dipped-i-mAOD-qualified,,110,8/4/2002,10/20/2023,,,,Highly productive aquifer,Significant intergranular flow,64.97550964,15604.43122,Lower Greensand
546,,Alverstone,666bf492-096f-4d69-9ea2-790b6554ff78,457443,85007,50.661909,-1.188635,1,1,,40101034,2/28/1978,36.42,33,Lower Greensand Group (undivided),http://environment.data.gov.uk/hydrology/id/measures/666bf492-096f-4d69-9ea2-790b6554ff78-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/666bf492-096f-4d69-9ea2-790b6554ff78-gw-logged-i-subdaily-mAOD-qualified,775,2/28/1978,8/9/2023,112937,4/19/2011,3/13/2024,Highly productive aquifer,Significant intergranular flow,36.35668564,59458.85787,Lower Greensand
547,Slow increasing,Brightwalton Holt,953eded2-1fc0-45ed-aa47-db041fab6bd4,443980,177743,51.496919,-1.367842,1,1,,SU47_135,6/29/1973,130.96,41,Chalk,http://environment.data.gov.uk/hydrology/id/measures/953eded2-1fc0-45ed-aa47-db041fab6bd4-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/953eded2-1fc0-45ed-aa47-db041fab6bd4-gw-logged-i-subdaily-mAOD-qualified,1193,6/29/1973,1/20/2023,155921,5/25/2006,3/13/2024,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,131.804718,28914.0785,Chalk
548,No trend,Sneads Green House,9b8c5433-6923-4908-980b-0aff89508e1e,386235,267845,52.308536,-2.203308,1,1,,0370GW,11/16/1978,43.88,,,http://environment.data.gov.uk/hydrology/id/measures/9b8c5433-6923-4908-980b-0aff89508e1e-gw-dipped-i-mAOD-qualified,,597,11/16/1978,1/22/2024,,,,Low productivity aquifer,Flow is virtually all through fractures and other discontinuities,44.08988571,845.4380656,Triassic sandstones
549,Slow decreasing,Mimram 1,f25ddfc0-f2ca-4b16-857b-fa0a75c62a23,517563,221989,51.884069,-0.293313,1,1,,TL12_128,12/3/1999,91.93,33.5,Chalk,http://environment.data.gov.uk/hydrology/id/measures/f25ddfc0-f2ca-4b16-857b-fa0a75c62a23-gw-dipped-i-mAOD-qualified,,253,12/3/1999,11/13/2023,,,,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,92.43972778,34958.22047,Lower Greensand
550,,Fowlers Hill,84a9c74e-f01b-4efc-8302-aeaa0959a225,348865,447825,53.924008,-2.780143,1,1,,SD44_23,3/1/1966,,,,http://environment.data.gov.uk/hydrology/id/measures/84a9c74e-f01b-4efc-8302-aeaa0959a225-gw-dipped-i-mAOD-qualified,,417,3/1/1966,11/6/2023,,,,Highly productive aquifer,Significant intergranular flow,29.36777306,1012.505816,Triassic sandstones
551,,Mundford,b9e95c11-76b0-4e57-a996-d0f2415e30c9,580650,293835,52.512453,0.660692,1,1,,TL89_120,8/7/1995,13.48,,,http://environment.data.gov.uk/hydrology/id/measures/b9e95c11-76b0-4e57-a996-d0f2415e30c9-gw-dipped-i-mAOD-qualified,,241,8/7/1995,7/7/2023,,,,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,12.58960915,52284.69366,Chalk
552,Slow increasing,Oxley,95db48ec-a923-48ac-ac07-eac7a92aa476,391685,300545,52.602617,-2.124198,1,1,,0294GW,9/25/1973,121.92,,,http://environment.data.gov.uk/hydrology/id/measures/95db48ec-a923-48ac-ac07-eac7a92aa476-gw-dipped-i-mAOD-qualified,,708,9/25/1973,1/22/2024,,,,Highly productive aquifer,Significant intergranular flow,121.1304016,255.5135224,Triassic sandstones
553,No trend,West Luttons,8fdf13b9-9729-4012-a59c-ef55240acf99,493146,469251,54.110699,-0.576699,1,1,,SE96WLT0CC,8/8/1973,84.97,,CC,http://environment.data.gov.uk/hydrology/id/measures/8fdf13b9-9729-4012-a59c-ef55240acf99-gw-dipped-i-mAOD-qualified,,606,8/8/1973,1/22/2024,,,,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,84.48679352,2367.26943,Chalk
554,,Eagle Tavern,9a57d44a-59cd-464a-a6a7-ca19a09540a9,328217,113268,50.91439,-3.02246,1,1,,ST21G010,6/16/2016,236.67,,,,http://environment.data.gov.uk/hydrology/id/measures/9a57d44a-59cd-464a-a6a7-ca19a09540a9-gw-logged-i-subdaily-mAOD-qualified,,,,269844,6/16/2016,2/26/2024,Moderately productive aquifer,Significant intergranular flow,235.7215271,6939.011347,Triassic sandstones
555,No trend,Church Way Redgrave,e0ef8896-426f-4c75-a728-236b22c3c48a,604638,277990,52.361735,1.003991,1,1,,TM07_003,5/29/1969,41.84,17,Chalk,http://environment.data.gov.uk/hydrology/id/measures/e0ef8896-426f-4c75-a728-236b22c3c48a-gw-dipped-i-mAOD-qualified,,496,5/29/1969,9/15/2021,,,,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,41.8659668,79801.23194,Chalk
556,,Puddington,25a065dc-a7c3-4191-8b9e-f76ca754de40,334330,374568,53.264014,-2.98599,1,1,,SJ37_019,4/4/1974,42.18,,,,http://environment.data.gov.uk/hydrology/id/measures/25a065dc-a7c3-4191-8b9e-f76ca754de40-gw-logged-i-subdaily-mAOD-qualified,,,,486157,4/4/1974,9/18/2023,Highly productive aquifer,Significant intergranular flow,41.15257263,3254.932857,Triassic sandstones
557,Slow decreasing,Tittleshall,956ba21a-55a1-4bc4-a324-412023076b22,588914,320980,52.75339,0.797834,1,1,,TF82_006,9/5/1973,63.87,,,http://environment.data.gov.uk/hydrology/id/measures/956ba21a-55a1-4bc4-a324-412023076b22-gw-dipped-i-mAOD-qualified,,519,9/5/1973,8/13/2020,,,,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,63.71265411,61374.20434,Chalk
558,,Saughall Massie,c192a0e3-aec7-48ff-a286-705e515972cb,324315,388455,53.387478,-3.139428,1,1,,SJ28_27,6/13/1986,14.52,,,http://environment.data.gov.uk/hydrology/id/measures/c192a0e3-aec7-48ff-a286-705e515972cb-gw-dipped-i-mAOD-qualified,,124,6/13/1986,6/16/2021,,,,Highly productive aquifer,Significant intergranular flow,14.1363163,607.891258,Triassic sandstones
559,,Humberston,f033779e-2675-4b1a-8f61-df7f00511b7b,531895,406245,53.536289,-0.011314,1,1,,5_036,5/15/1969,5.43,,Lincolnshire Chalk,http://environment.data.gov.uk/hydrology/id/measures/f033779e-2675-4b1a-8f61-df7f00511b7b-gw-dipped-i-mAOD-qualified,,723,5/15/1969,1/3/2024,,,,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,5.461289883,20061.61679,Chalk
560,Slow decreasing,Stonehill Plantation,eb65a2bb-138f-4de1-8f78-9ce512800bc9,592831,291156,52.48423,0.838413,1,1,,TL99_018,6/15/1977,41.32,,,http://environment.data.gov.uk/hydrology/id/measures/eb65a2bb-138f-4de1-8f78-9ce512800bc9-gw-dipped-i-mAOD-qualified,,477,6/15/1977,9/10/2021,,,,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,40.75628662,64756.7917,Chalk
561,Slow increasing,Bourley Lane,83ccf09b-8b62-4598-915e-aead301d67e1,483020,150779,51.250144,-0.811851,1,1,,SU85_47,6/4/2004,118.21,,Bagshot Formation,,http://environment.data.gov.uk/hydrology/id/measures/83ccf09b-8b62-4598-915e-aead301d67e1-gw-logged-i-subdaily-mAOD-qualified,,,,322260,6/4/2004,2/22/2024,Moderately productive aquifer,Significant intergranular flow,117.4705505,15498.18771,Chalk
562,,Halfway Cottages,2c374912-930a-4c48-8a8e-2946c025ba40,646234,262269,52.203591,1.602215,1,1,,TM46_622,8/22/1989,11.39,,,http://environment.data.gov.uk/hydrology/id/measures/2c374912-930a-4c48-8a8e-2946c025ba40-gw-dipped-i-mAOD-qualified,,399,8/22/1989,1/18/2024,,,,Moderately productive aquifer,Significant intergranular flow,11.822649,124025.0744,Crag
563,,Brading,98cff8ef-caed-451b-85e9-e4060bc44d66,460105,86805,50.677808,-1.150685,1,1,,40101092,7/16/1987,96.36,105,Chalk Group (undivided),http://environment.data.gov.uk/hydrology/id/measures/98cff8ef-caed-451b-85e9-e4060bc44d66-gw-dipped-i-mAOD-qualified,,419,7/16/1987,1/12/2024,,,,Low productivity aquifer,Significant intergranular flow,87.01164246,56278.49446,Chalk
564,No trend,Folly Barn,5f857a03-134f-4f25-a9b2-85ba2cc926da,420365,178835,51.508077,-1.707952,1,1,,SU27_67,4/12/1972,183.23,93,Chalk,http://environment.data.gov.uk/hydrology/id/measures/5f857a03-134f-4f25-a9b2-85ba2cc926da-gw-dipped-i-mAOD-qualified,,539,4/12/1972,1/11/2024,,,,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,183.6378021,19232.93983,Chalk
565,,Southfields Road,baa5fcdc-894e-4d8e-8d52-4e8f47a8983b,503815,102495,50.812709,-0.527809,1,1,,244140039,3/22/1979,8.66,178,Chalk Group (undivided),http://environment.data.gov.uk/hydrology/id/measures/baa5fcdc-894e-4d8e-8d52-4e8f47a8983b-gw-dipped-i-mAOD-qualified,,413,3/22/1979,1/5/2024,,,,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,7.867632866,21437.53448,Chalk
566,Sudden upward change,Broom Park,ab0ecb70-d65d-47a1-9d0d-336398a1ce0d,423301,542099,54.773257,-1.639308,1,1,,24-4-33,4/28/1994,,,,http://environment.data.gov.uk/hydrology/id/measures/ab0ecb70-d65d-47a1-9d0d-336398a1ce0d-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/ab0ecb70-d65d-47a1-9d0d-336398a1ce0d-gw-logged-i-subdaily-mAOD-qualified,240,1/23/2003,12/20/2023,396290,4/28/1994,10/23/2023,Moderately productive aquifer,Flow is virtually all through fractures and other discontinuities,93.5308075,1482.79145,Fell Sandstone& Border Group
567,No trend,Yieldingtree Cottage,2cb27f6e-1d6d-4760-ae2f-becaca661391,389995,277615,52.396451,-2.148454,1,1,,0453GW,11/16/1973,92.77,,,http://environment.data.gov.uk/hydrology/id/measures/2cb27f6e-1d6d-4760-ae2f-becaca661391-gw-dipped-i-mAOD-qualified,,784,11/16/1973,1/18/2024,,,,Highly productive aquifer,Significant intergranular flow,93.55084991,3084.474914,Triassic sandstones
568,Slow increasing,Sella Park,31196b08-3c6d-49f5-9090-bb229dec2270,303290,505470,54.435397,-3.492485,1,1,,NY00_321,8/13/1974,40.65,75.71,Wilmslow Sandstone,,http://environment.data.gov.uk/hydrology/id/measures/31196b08-3c6d-49f5-9090-bb229dec2270-gw-logged-i-subdaily-mAOD-qualified,,,,131449,8/13/1974,9/18/2023,Highly productive aquifer,Significant intergranular flow,40.0973053,3289.357783,Triassic sandstones
569,No trend,Winterbourne Manor,8c058400-89d5-4372-bd8e-d5309e9f7edb,444488,171762,51.443105,-1.361276,1,1,,SU47_8,4/18/2001,134.36,173,Chalk,http://environment.data.gov.uk/hydrology/id/measures/8c058400-89d5-4372-bd8e-d5309e9f7edb-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/8c058400-89d5-4372-bd8e-d5309e9f7edb-gw-logged-i-subdaily-mAOD-qualified,1697,4/24/1967,2/28/2023,50538,4/18/2001,3/13/2024,Low productivity aquifer,Significant intergranular flow,132.8582611,29453.75981,Chalk
570,No trend,Skirwith,b64d56fa-abfa-4ea1-80c0-402db0f29d34,361315,532415,54.685273,-2.60156,1,1,,NY63_2,10/4/1978,133.25,89.62,St Bees Sandstone,,http://environment.data.gov.uk/hydrology/id/measures/b64d56fa-abfa-4ea1-80c0-402db0f29d34-gw-logged-i-subdaily-mAOD-qualified,,,,355392,10/4/1978,9/17/2023,Highly productive aquifer,Significant intergranular flow,132.8128052,2745.699268,Triassic sandstones
571,,Withern Wood,cb365a48-2e24-4788-a599-bbe70381b9a3,542795,381075,53.307361,0.141638,2,1,,7_083,11/15/1973,11.2,71,Roach Formation,http://environment.data.gov.uk/hydrology/id/measures/cb365a48-2e24-4788-a599-bbe70381b9a3-gw-dipped-i-mAOD-qualified,,694,11/15/1973,1/2/2024,,,,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,11.22689819,7233.601322,Chalk
572,Sudden upward change,Seamer Crossing,e752b375-dce4-4a50-892a-6679d8eab8e3,501797,481998,54.223581,-0.44012,1,1,,TA08SMC0CO,8/16/1976,,,CO,http://environment.data.gov.uk/hydrology/id/measures/e752b375-dce4-4a50-892a-6679d8eab8e3-gw-dipped-i-mAOD-qualified,,504,8/16/1976,1/29/2024,,,,Rocks with essentially no groundwater,,28.67273712,1.344931279,Corallian Limestones
573,No trend,Shaws Corner,7fab534d-fd57-4432-8676-aab4e8c066d2,519377,216656,51.835758,-0.268811,1,1,,TL11_12,8/4/1964,122.14,47.55,Chalk,http://environment.data.gov.uk/hydrology/id/measures/7fab534d-fd57-4432-8676-aab4e8c066d2-gw-dipped-i-mAOD-qualified,,565,8/4/1964,11/6/2023,,,,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,119.058876,39458.96902,Lower Greensand
574,No trend,Wildhern,29646287-721a-4c7f-9328-46ac1272cc64,435355,151255,51.259362,-1.494709,1,1,,141806389,11/15/1962,128.43,45.4,Lewes Nodular Chalk Member,http://environment.data.gov.uk/hydrology/id/measures/29646287-721a-4c7f-9328-46ac1272cc64-gw-dipped-i-mAOD-qualified,,414,11/15/1962,1/23/2024,,,,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,126.3532867,34445.16392,Chalk
575,Slow increasing,Inholmes,2a7a8ddc-3091-441d-8d01-5b9044e24304,433152,173875,51.462878,-1.524177,1,1,,SU37_19,2/6/1964,160.62,59,Chalk,http://environment.data.gov.uk/hydrology/id/measures/2a7a8ddc-3091-441d-8d01-5b9044e24304-gw-dipped-i-mAOD-qualified,,1850,2/6/1964,1/4/2024,,,,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,160.1903534,30940.11691,Chalk
576,,Hall Farm Kettlebaston,f536a9db-9c4b-47be-a46d-f387707ba004,596525,250255,52.11567,0.868892,1,1,,TL95_600,10/16/1975,65.55,,,http://environment.data.gov.uk/hydrology/id/measures/f536a9db-9c4b-47be-a46d-f387707ba004-gw-dipped-i-mAOD-qualified,,349,10/16/1975,1/16/2024,,,,Moderately productive aquifer,Significant intergranular flow,73.74421692,81234.84715,Crag
577,,Castle Bytham,61a87956-654c-416b-b4a2-74caf00cebb0_3_309,496445,319405,52.763637,-0.572118,1,1,,3_309,6/5/2001,83.18,29,Lincolnshire Limestone,,http://environment.data.gov.uk/hydrology/id/measures/61a87956-654c-416b-b4a2-74caf00cebb0_3_309-gw-logged-i-subdaily-mAOD-qualified,,,,164329,6/5/2001,5/26/2022,Moderately productive aquifer,Flow is virtually all through fractures and other discontinuities,85.86817169,6364.937501,Oolites
578,No trend,Tollard Royal,89d653f6-ddb5-4fa7-83d9-c6cb81d6f22b,394765,117353,50.955578,-2.075897,1,1,,90191211,10/19/2000,,,,http://environment.data.gov.uk/hydrology/id/measures/89d653f6-ddb5-4fa7-83d9-c6cb81d6f22b-gw-dipped-i-mAOD-qualified,,257,10/19/2000,1/25/2024,,,,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,101.1120682,9504.395915,Chalk
579,,Wenderton,e91213e9-6ade-49c6-8625-6e32147da504,624809,158620,51.282331,1.222294,1,1,,644821003,4/28/1988,32.75,,,http://environment.data.gov.uk/hydrology/id/measures/e91213e9-6ade-49c6-8625-6e32147da504-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/e91213e9-6ade-49c6-8625-6e32147da504-gw-logged-i-subdaily-mAOD-qualified,110,4/28/1988,11/9/2020,126164,12/2/2005,11/9/2020,Low productivity aquifer,Significant intergranular flow,32.43898773,42010.33244,Chalk
580,Slow increasing,Merrybent East,68a01b9d-378b-46a3-958a-6be0cf949ace,424174,514228,54.522755,-1.62803,1,1,,25-2-61,11/6/1969,,,,http://environment.data.gov.uk/hydrology/id/measures/68a01b9d-378b-46a3-958a-6be0cf949ace-gw-dipped-i-mAOD-qualified,,662,11/6/1969,1/18/2024,,,,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,47.06863403,1746.530172,Magnesian Limestone
581,Slow decreasing,West Acre,449b584d-d279-4d3f-b83a-1815febd8e8f,397799,105402,50.848131,-2.032626,1,1,,90190305,6/18/1991,,,,http://environment.data.gov.uk/hydrology/id/measures/449b584d-d279-4d3f-b83a-1815febd8e8f-gw-dipped-i-mAOD-qualified,,382,6/18/1991,1/23/2024,,,,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,34.8279686,14228.87441,Lower Greensand
582,,Chilbolton Down,d1a494c2-5ac0-4d12-969f-64efa56b51ad,440948,136771,51.128757,-1.416208,1,1,,141809203,10/16/1967,102.78,66.7,Newhaven Chalk Member,http://environment.data.gov.uk/hydrology/id/measures/d1a494c2-5ac0-4d12-969f-64efa56b51ad-gw-dipped-i-mAOD-qualified,,105,10/16/1967,10/20/2023,,,,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,102.5102081,33056.56152,Chalk
583,Slow decreasing,Tarlton Tower,e6e8434e-0dae-407a-ac26-c4d715232f8f,395845,199415,51.693464,-2.061504,1,1,,ST99_60,10/7/1982,157.44,57,Great Oolite,http://environment.data.gov.uk/hydrology/id/measures/e6e8434e-0dae-407a-ac26-c4d715232f8f-gw-dipped-i-mAOD-qualified,,515,10/7/1982,1/12/2024,,,,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,156.2498779,2870.761779,Oolites
584,,Brigg,52e2e604-dcd7-42ac-abda-84dcbcf99f4b_1_594,499995,405965,53.540807,-0.492527,1,1,,1_594,9/21/1981,1.7,50,Lincolnshire Limestone,http://environment.data.gov.uk/hydrology/id/measures/52e2e604-dcd7-42ac-abda-84dcbcf99f4b_1_594-gw-dipped-i-mAOD-qualified,,480,9/21/1981,1/2/2024,,,,Rocks with essentially no groundwater,,1.229904532,452.9308218,Oolites
585,No trend,Stewarts Farm,549d623d-b031-4c58-bb06-a07de8588b14,551984,201580,51.692396,0.197508,2,1,,TL50_24,9/5/1998,58.13,201,Chalk,http://environment.data.gov.uk/hydrology/id/measures/549d623d-b031-4c58-bb06-a07de8588b14-gw-dipped-i-mAOD-qualified,,280,9/5/1998,11/7/2023,,,,Rocks with essentially no groundwater,,57.36269379,18443.6087,Chalk
586,No trend,Shalden Manor,75545427-7221-4b68-afeb-6b1891c1b1ca,469505,141905,51.172167,-1.007179,1,1,,SU64_69,3/15/1968,177.76,55,Chalk,http://environment.data.gov.uk/hydrology/id/measures/75545427-7221-4b68-afeb-6b1891c1b1ca-gw-dipped-i-mAOD-qualified,,522,3/15/1968,1/10/2024,,,,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,180.5866852,31552.44568,Chalk
587,,Willow House Farm,f2161a8e-8e99-43d1-b674-4160792a992f,599308,240055,52.023089,0.903531,1,1,,TL94_900,4/13/1970,65.5,,,http://environment.data.gov.uk/hydrology/id/measures/f2161a8e-8e99-43d1-b674-4160792a992f-gw-dipped-i-mAOD-qualified,,324,4/13/1970,1/25/2024,,,,Moderately productive aquifer,Significant intergranular flow,65.55793762,74817.53392,Crag
