No,label,dipped,logged,easting,northing,lat,long,Revised aquifers,CHARACTER,FLOW_MECHA,Elevation of station,state,data amount,mean_depth,max_depth,min_depth,first year,last year,total year,cover year,classification,ts_slope (cm/year),pw_R2,windows,start year,end year,regions,5km circle,Irrigation intensity,LTA_PR
762,South Newbald,http://environment.data.gov.uk/hydrology/id/measures/727ce7bc-2d38-4ba3-9a77-7d6d31c33b0c-gw-dipped-i-mAOD-qualified,,491101,436199,53.814091,-0.617829,Triassic Sandstone,Moderately productive aquifer,Flow is virtually all through fractures and other discontinuities,39.56718445,qualified,482,1.220400218,2.90718445,-0.80281555,10/1/1979,10/1/2023,45,44,No trend,-0.968405206,0.194812906,29,10/1/1995,10/1/2023,North East,95.93705853,51,0.587783466
763,Denstroude Farm,http://environment.data.gov.uk/hydrology/id/measures/aceec793-17e8-4757-963c-2a03da979fa7-gw-dipped-i-mAOD-qualified,,608947,160855,51.308434,0.996492,Oolites,Rocks with essentially no groundwater,,58.86245346,qualified,421,50.68162211,51.73245346,49.55245346,10/1/1983,10/1/2023,41,39,No trend,0.547474747,0.117958127,39,10/1/1984,10/1/2022,Southern,295.2121646,251,0.077976393
764,Side Saddle Lane,,http://environment.data.gov.uk/hydrology/id/measures/437f3b50-95d8-45b1-ab98-d22ff3a9364b-gw-logged-i-subdaily-mAOD-qualified,358865,324425,52.815776,-2.61177,Permian Sandstone,Highly productive aquifer,Significant intergranular flow,76.29228973,qualified,999,5.746161262,6.83228973,3.86228973,10/1/1981,10/1/2021,41,38,No trend,0.989583333,0.207510177,2,10/1/1984,10/1/1985,Midlands,65.08442618,1001,0.550944158
765,Rabley Wood,http://environment.data.gov.uk/hydrology/id/measures/f6bf3048-69cd-4be9-9a11-d7ee3193e611-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/f6bf3048-69cd-4be9-9a11-d7ee3193e611-gw-logged-i-subdaily-mAOD-qualified,420305,170545,51.433541,-1.70929,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,154.3581238,qualified,6776,29.55322283,33.39558213,25.5634988,10/1/1980,10/1/2022,43,43,No trend,0.14939428,0.00406535,33,10/1/1990,10/1/2022,Thames,154.9916892,51,0.852615814
766,Burton Penwardine,http://environment.data.gov.uk/hydrology/id/measures/598bbe57-16c9-48ff-a389-c027072c0f5b-gw-dipped-i-mAOD-qualified,,512765,343135,52.973706,-0.322153,Oolites,Rocks with essentially no groundwater,,9.352508545,negative groundwater depth,564,-4.984565923,3.312508545,-11.49749146,10/1/1973,10/1/2023 0:00,51,47,,,,,,,,,,
767,Peasemore,http://environment.data.gov.uk/hydrology/id/measures/76ce5f36-7840-488a-a7ee-1cebf5f6f157-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/76ce5f36-7840-488a-a7ee-1cebf5f6f157-gw-logged-i-subdaily-mAOD-qualified,446125,176275,51.48355,-1.337136,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,123.6120758,qualified,7129,13.36548278,25.1320758,3.5220758,10/1/1973,10/1/2023,51,47,No trend,-1.860946263,0.008678516,51,10/1/1973,10/1/2023,Thames,61.54395241,51,0.717004675
768,Macaroni Wood,http://environment.data.gov.uk/hydrology/id/measures/87e638ba-2718-489e-9832-007dae52049b-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/87e638ba-2718-489e-9832-007dae52049b-gw-logged-i-subdaily-mAOD-qualified,418025,204515,51.739048,-1.740355,Oolites,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,108.1365662,qualified,9224,15.64687218,21.0765662,6.850399533,10/1/1979,10/1/2023,45,45,No trend,-0.905536136,0.019041135,45,10/1/1979,10/1/2023,Thames,76.78066244,251,0.69515986
769,Fenemere,,http://environment.data.gov.uk/hydrology/id/measures/f9d4ccc3-b71b-476a-ae55-a4b0e98ee6de-gw-logged-i-subdaily-mAOD-qualified,344325,322295,52.795322,-2.827121,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,81.01083374,qualified,10752,22.27990155,23.04920874,21.54062541,10/1/1993,10/1/2023,31,31,No trend,0.223894488,0.025277912,31,10/1/1993,10/1/2023,Midlands,54.73335412,1001,0.3995619
770,Scredington,http://environment.data.gov.uk/hydrology/id/measures/e1710780-f347-4b4e-999b-a8200ee8e212-gw-dipped-i-mAOD-qualified,,509175,340845,52.953872,-0.376362,Oolites,Rocks with essentially no groundwater,,7.741621971,negative groundwater depth,587,-5.813079903,2.221621971,-13.32837803,10/1/1969,10/1/2019 0:00,51,45,,,,,,,,,,
771,Bicester,http://environment.data.gov.uk/hydrology/id/measures/37535f55-0453-47e8-a1e4-75536febc9fc-gw-dipped-i-mAOD-qualified,,457138,223879,51.910516,-1.17077,Oolites,Moderately productive aquifer,Flow is virtually all through fractures and other discontinuities,86.21970367,qualified,1932,2.920185036,5.39970367,0.17970367,10/1/1970,10/1/2023,54,52,Slow increasing,-7.371563853,0.819973583,50,10/1/1973,10/1/2022,Thames,489.9542471,51,0.49120609
772,Holt,http://environment.data.gov.uk/hydrology/id/measures/00b47c35-86e0-4288-b608-3884805d0eab-gw-dipped-i-mAOD-qualified,,608570,337210,52.891854,1.099006,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,48.61300659,negative groundwater depth,360,-1.279290632,0.05300659,-2.34699341,10/1/1993,10/1/2022 0:00,30,27,,,,,,,,,,
773,Gramps Hill,http://environment.data.gov.uk/hydrology/id/measures/9e2be152-496d-4262-86a3-03c4c8e7f08e-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/9e2be152-496d-4262-86a3-03c4c8e7f08e-gw-logged-i-subdaily-mAOD-qualified,437029,184034,51.553978,-1.467308,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,231.6390076,qualified,1159,115.7368499,126.6690076,103.0990076,10/1/1973,10/1/2022,50,45,Slow increasing,-2.223760648,0.037810564,50,10/1/1973,10/1/2022,Thames,128.711493,51,0.792679954
774,Edgefield,http://environment.data.gov.uk/hydrology/id/measures/3ea42614-4399-467d-9108-4fce6cd7459e-gw-dipped-i-mAOD-qualified,,609553,333650,52.859518,1.111305,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,55.68597794,negative groundwater depth,380,-0.409719428,0.00597794,-0.70402206,10/1/1984,10/1/2023 0:00,40,39,,,,,,,,,,
775,Summerfield Park E,,http://environment.data.gov.uk/hydrology/id/measures/293f5e00-6a62-43b2-83d2-e31eb7a928ff_46519-gw-logged-i-subdaily-mAOD-qualified,404365,287405,52.48454,-1.937144,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,156.4417725,qualified,9058,38.56490317,43.06351208,35.19986625,10/1/1997,10/1/2023,27,27,Sudden upward change,-26.5843052,0.888285626,11,10/1/1999,10/1/2009,Midlands,5085.62955,501,0.491565974
776,Summerfield Park,http://environment.data.gov.uk/hydrology/id/measures/293f5e00-6a62-43b2-83d2-e31eb7a928ff_1230GW-gw-dipped-i-mAOD-qualified,,404335,287405,52.48454,-1.937586,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,156.9021301,qualified,782,38.13510894,44.4521301,35.9343176,10/1/1993,10/1/2019,27,25,Slow increasing,-35.68196734,0.982448772,14,10/1/1998,10/1/2011,Midlands,5083.057181,501,0.491565974
777,Miles Loke,http://environment.data.gov.uk/hydrology/id/measures/250c8881-a3df-42cc-84b6-402ccdf9267e-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/250c8881-a3df-42cc-84b6-402ccdf9267e-gw-logged-i-subdaily-mAOD-qualified,637775,320395,52.728876,1.520082,Crag,Moderately productive aquifer,Significant intergranular flow,1.43211329,qualified,1372,0.967740896,1.418776555,0.17211329,10/1/1997,10/1/2022,26,26,Sudden downward change,2.090909091,0.714727349,2,10/1/2010,10/1/2011,Anglian,97.11929291,1001,0.319092552
778,Pickford Green,http://environment.data.gov.uk/hydrology/id/measures/1fb06d7a-b5e8-40ab-b176-37d77ce1d953-gw-dipped-i-mAOD-qualified,,427701,281508,52.430847,-1.594,Unallocated to aquifers,Moderately productive aquifer,Flow is virtually all through fractures and other discontinuities,115.9035721,qualified,308,16.02503314,27.9935721,6.5635721,10/1/1993,10/1/2022,30,30,Slow increasing,-30.81060606,0.514305053,18,10/1/1996,10/1/2013,Midlands,1255.580565,501,0.410864238
779,Gypsey Race Rudston,http://environment.data.gov.uk/hydrology/id/measures/9dc42dc2-d69a-48cc-b420-efeb569a81d9-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/9dc42dc2-d69a-48cc-b420-efeb569a81d9-gw-logged-i-subdaily-mAOD-qualified,509575,468102,54.097144,-0.325922,Corallian Limestone,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,27.86746216,qualified,5979,2.430132327,8.41746216,-1.287496173,10/1/1978,10/1/2022,45,44,No trend,0.845244108,0.064807263,2,10/1/1997,10/1/1998,North East,59.24053916,51,0.447139163
780,Clapham Holt Farm,http://environment.data.gov.uk/hydrology/id/measures/b50acd97-257b-4f48-9a6b-07586a194eba-gw-dipped-i-mAOD-qualified,,510435,105745,50.840701,-0.432903,Chalk,Low productivity aquifer,Significant intergranular flow,29.88896179,qualified,252,22.36412052,26.44896179,12.95896179,10/1/2002,10/1/2023,22,22,Slow increasing,-8.458333333,0.176651186,20,10/1/2004,10/1/2023,Southern,1467.72572,1001,0.859774939
781,Fobdown,http://environment.data.gov.uk/hydrology/id/measures/4d03a74a-548a-4044-bd43-3feba9ce372b-gw-dipped-i-mAOD-qualified,,457012,134096,51.103335,-1.18709,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,70.84482574,no enough data,no enough data,,,,,,,,,,,,,,,,,
782,Ashbury Hill,http://environment.data.gov.uk/hydrology/id/measures/15faf807-8926-4aec-b024-1229c5bbb31b-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/15faf807-8926-4aec-b024-1229c5bbb31b-gw-logged-i-subdaily-mAOD-qualified,427240,184830,51.561691,-1.608432,Lower Greensand,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,192.638855,qualified,1802,65.48945906,73.398855,46.094605,10/1/1976,10/1/2023,48,47,Slow decreasing,2.121527778,0.260724284,2,10/1/2022,10/1/2023,Thames,87.47770016,51,0.739835719
783,Ranscombe,http://environment.data.gov.uk/hydrology/id/measures/356fcde2-b960-449e-81ca-db7565e144b4-gw-dipped-i-mAOD-qualified,,571102,167825,51.383677,0.457453,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,74.29995728,qualified,520,70.7335919,71.96995728,69.29995728,10/1/1967,10/1/2022,56,56,No trend,-0.006826241,0.032895325,2,10/1/2018,10/1/2019,Southern,1304.739508,251,0.407378978
784,haighton Green,,http://environment.data.gov.uk/hydrology/id/measures/3fea3d9f-8de0-4943-879d-c7a802ed6f2d-gw-logged-i-subdaily-mAOD-qualified,357175,434705,53.806851,-2.651775,Carboniferous Limestone,Highly productive aquifer,Significant intergranular flow,65.03226471,qualified,3096,44.20221535,45.29893138,42.45226471,10/1/1996,10/1/2020,25,19,No trend,-1.05260649,0.72399337,2,10/1/1996,10/1/1997,North West,825.2378681,1,0.95177526
785,Old Castle Dallington,http://environment.data.gov.uk/hydrology/id/measures/f2da1ec5-e5f8-4abe-927b-c8839f1c5232-gw-dipped-i-mAOD-qualified,,565468,119119,50.947758,0.354173,Corallian Limestone,Moderately productive aquifer,Significant intergranular flow,104.6066589,qualified,340,5.752747135,8.8266589,3.2066589,10/1/1972,10/1/2023,52,49,No trend,0.046568627,0.042696834,1,10/1/1975,10/1/1975,Southern,83.70608256,501,1.123359402
786,Mallam Waters,http://environment.data.gov.uk/hydrology/id/measures/f05c6e87-44a4-419d-9fba-fd114e578775-gw-dipped-i-mAOD-qualified,,417320,200058,51.698998,-1.750784,Oolites,Rocks with essentially no groundwater,,78.72499084,qualified,209,1.239440601,1.57499084,0.87499084,10/1/2004,10/1/2023,20,20,No trend,0.265800866,0.013921745,1,10/1/2005,10/1/2005,Thames,130.2168448,251,0.585185897
787,Swallowfield,http://environment.data.gov.uk/hydrology/id/measures/4b92059c-195c-43bc-b22d-804281059921-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/4b92059c-195c-43bc-b22d-804281059921-gw-logged-i-subdaily-mAOD-qualified,472450,164550,51.375387,-0.960478,Chalk,Rocks with essentially no groundwater,,45.9981575,qualified,8622,9.019582155,16.9281575,4.6052825,10/1/1973,10/1/2023,51,48,Sudden upward change,-16.10470758,0.810250032,12,10/1/2001,10/1/2012,Thames,427.8261307,251,0.231182359
788,Fiskerton,http://environment.data.gov.uk/hydrology/id/measures/983b2059-dccc-4bc9-88cb-0fdc33dea691-gw-dipped-i-mAOD-qualified,,505855,371565,53.230573,-0.415652,Oolites,Rocks with essentially no groundwater,,1.251531243,negative groundwater depth,483,-3.511719275,0.161531243,-6.648468757,10/1/1978,10/1/2023 0:00,46,40,,,,,,,,,,
789,Rodefern,,http://environment.data.gov.uk/hydrology/id/measures/782ea9f4-7069-4176-a495-d9d6a283f5f7-gw-logged-i-subdaily-mAOD-qualified,340385,318225,52.758318,-2.884803,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,81.09104919,qualified,6577,21.37961604,25.35146586,19.96890633,10/1/1993,10/1/2023,31,25,Slow decreasing,2.376883051,0.090017497,31,10/1/1993,10/1/2023,Midlands,56.28007177,251,0.626571842
790,Beech Cottage North End,http://environment.data.gov.uk/hydrology/id/measures/28a90d41-c9dc-486b-a522-c670b1f7148f-gw-dipped-i-mAOD-qualified,,458276,129108,51.05836,-1.169842,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,67.8162384,qualified,150,1.4318384,2.1362384,0.5162384,10/1/1988,10/1/2023,36,29,No trend,-0.795673077,0.103589214,33,10/1/1988,10/1/2020,Southern,87.31073387,1,1.01390801
791,Garboldisham Road,http://environment.data.gov.uk/hydrology/id/measures/df581634-6001-4743-abba-2d440737b865-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/df581634-6001-4743-abba-2d440737b865-gw-logged-i-subdaily-mAOD-qualified,602531,285124,52.426565,0.977403,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,50.93506241,qualified,2609,23.41405672,26.32031241,19.16506241,10/1/1998,10/1/2022,25,25,Slow decreasing,5.965277778,0.197319313,25,10/1/1998,10/1/2022,Anglian,60.05940696,5001,0.471628962
792,Littleton Down,http://environment.data.gov.uk/hydrology/id/measures/af60a3d8-dcc8-48c9-8643-2b2ab60d9733-gw-dipped-i-mAOD-qualified,,456372,78437,50.602937,-1.204783,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,224.2646942,qualified,369,91.50621182,95.2946942,73.7446942,10/1/1987,10/1/2023,37,35,Slow increasing,-2.364204545,0.321784877,5,10/1/2019,10/1/2023,Southern,449.3898125,251,0.62254332
793,Ashlands Hawkes End,http://environment.data.gov.uk/hydrology/id/measures/38c7a9cf-1a51-4207-9155-b2957dd498bd-gw-dipped-i-mAOD-qualified,,429225,283065,52.444765,-1.571451,Unallocated to aquifers,Moderately productive aquifer,Flow is virtually all through fractures and other discontinuities,123.2076569,qualified,370,16.78229204,29.1976569,8.1876569,10/1/1991,10/1/2022,32,32,Slow increasing,-42.10604575,0.696995901,23,10/1/1992,10/1/2014,Midlands,1530.040806,501,0.483687376
794,Headbourne Worthy,http://environment.data.gov.uk/hydrology/id/measures/3a316461-1d76-41bb-a283-9395a0f4d7bd-gw-dipped-i-mAOD-qualified,,446974,133696,51.100647,-1.330499,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,75.08601379,qualified,111,13.14439217,16.56601379,6.79601379,10/1/1968,10/1/2022,55,41,Slow decreasing,2.75,0.100298904,54,10/1/1968,10/1/2021,Southern,409.8051994,1,0.948348077
795,Felton,,http://environment.data.gov.uk/hydrology/id/measures/12011f07-3dcc-47d8-97cc-ed3f2727b184-gw-logged-i-subdaily-mAOD-qualified,352170,165704,51.388347,-2.688753,Carboniferous Limestone,Rocks with essentially no groundwater,,152.851532,qualified,4017,29.5966476,62.631532,-1.678468,10/1/1981,10/1/2023,43,42,Slow increasing,-11.60340665,0.086000592,33,10/1/1990,10/1/2022,South West,196.6130661,51,1.509138093
796,Siddington,http://environment.data.gov.uk/hydrology/id/measures/0a037c75-cb02-4c6f-a717-a8a1132b132e-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/0a037c75-cb02-4c6f-a717-a8a1132b132e-gw-logged-i-subdaily-mAOD-qualified,404035,199929,51.698088,-1.942576,Oolites,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,101.7642975,qualified,10504,15.87702337,26.4142975,8.5742975,10/1/1958,10/1/2023,66,64,Slow increasing,-2.309315319,0.414546983,1,10/1/2004,10/1/2004,Thames,266.2944204,51,0.643268569
797,The Kells,http://environment.data.gov.uk/hydrology/id/measures/ef979ce2-df80-4bf4-86d9-63dd2641763f-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/ef979ce2-df80-4bf4-86d9-63dd2641763f-gw-logged-i-subdaily-mAOD-qualified,397574,649804,55.741596,-2.040199,Fell Sandstone& Border Group,Moderately productive aquifer,Flow is virtually all through fractures and other discontinuities,94.80847168,qualified,10418,31.49287473,63.33947168,17.54172168,10/1/1991,10/1/2023,33,33,Sudden upward change,-69.75215934,0.977161848,11,10/1/1992,10/1/2002,North East,138.7587292,1,0.406533069
798,West Horsley Place,http://environment.data.gov.uk/hydrology/id/measures/6263555e-84da-4ef8-a6c6-2ad04b41d9b1-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/6263555e-84da-4ef8-a6c6-2ad04b41d9b1-gw-logged-i-subdaily-mAOD-qualified,508985,152875,51.264618,-0.439313,Chalk,Low productivity aquifer,Significant intergranular flow,81.08940125,qualified,9612,18.71926589,24.03940125,3.67940125,10/1/1962,10/1/2022,61,60,Slow decreasing,2.405418241,0.030300419,53,10/1/1968,10/1/2020,Thames,304.4455191,501,0.829482279
799,Bowring Park,http://environment.data.gov.uk/hydrology/id/measures/02ab2960-3d4c-4c0f-8cf8-818f8ebe3a8d-gw-dipped-i-mAOD-qualified,,342455,390305,53.406397,-2.86706,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,31.02098656,qualified,172,7.695695862,8.53098656,6.59098656,10/1/1980,10/1/2022,43,39,Slow increasing,-4.113333333,0.939406371,33,10/1/1988,10/1/2020,North West,3405.672037,101,0.63364237
800,Kingsmilldown,http://environment.data.gov.uk/hydrology/id/measures/4c3cc103-2693-443b-bbd6-13faaf0af9d8-gw-dipped-i-mAOD-qualified,,610570,143953,51.156067,1.009818,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,169.0644531,qualified,386,73.80971217,80.6544531,57.0944531,10/1/1970,10/1/2023,54,47,No trend,0.603668262,0.013370371,33,10/1/1970,10/1/2002,Southern,97.09112784,1001,0.968569412
801,Hartridge Farm,http://environment.data.gov.uk/hydrology/id/measures/0696ec26-9693-4b72-8b85-f6be8ff5496f-gw-dipped-i-mAOD-qualified,,457045,177915,51.497301,-1.179628,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,130.9153137,qualified,527,61.94292281,67.4853137,51.2753137,10/1/1971,10/1/2022,52,51,No trend,-1.311111111,0.009062557,50,10/1/1972,10/1/2021,Thames,145.7490284,51,0.560979548
802,Whitwell,http://environment.data.gov.uk/hydrology/id/measures/3883b8e3-cd93-40ec-99a1-4b5402f43bfc-gw-dipped-i-mAOD-qualified,,429750,498638,54.382357,-1.543447,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,43.45644379,qualified,511,9.9034888,10.81644379,9.18644379,10/1/1977,10/1/2023,47,46,Slow decreasing,2.161616162,0.821556862,44,10/1/1979,10/1/2022,North East,77.55313988,251,0.366566499
