No,label,dipped,logged,easting,northing,lat,long,Elevation,data amount (daily sample),data amount (annual sample),obsrevation start year,obsrevation end year,obsrevation span,mean_depth,max_depth,min_depth
1080,Scremby,http://environment.data.gov.uk/hydrology/id/measures/eec62095-b440-4173-b722-437336785a32-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/eec62095-b440-4173-b722-437336785a32-gw-logged-i-subdaily-mAOD-qualified,543485,367785,53.187798,0.146003,23.69935226,722,36,1979,2018,40,12.55120822,14.43935226,9.97935226
1082,Hundon,http://environment.data.gov.uk/hydrology/id/measures/50d9e8c5-7c12-4c69-aa66-79c7cc8d0978-gw-dipped-i-mAOD-qualified,,574300,248000,52.102864,0.543505,72.8675766,706,39,1983,2023,41,16.86920408,18.9675766,15.7075766
1083,The Sycamores,http://environment.data.gov.uk/hydrology/id/measures/71b8f0c2-27df-4cd3-ae5f-daf138aad8ba-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/71b8f0c2-27df-4cd3-ae5f-daf138aad8ba-gw-logged-i-subdaily-mAOD-qualified,431449,522736,54.598814,-1.514733,89.54269409,15761,53,1969,2023,55,28.44160541,30.50452742,24.89269409
1084,Lunways Inn,http://environment.data.gov.uk/hydrology/id/measures/67e3169f-7142-4ab1-9765-557de054a8f4-gw-dipped-i-mAOD-qualified,,451465,136415,51.124709,-1.265978,86.22882843,542,43,1981,2023,43,24.65379153,26.85882843,19.54882843
1085,Ford Farm Cottages,http://environment.data.gov.uk/hydrology/id/measures/4038beea-46ff-4a02-ac8f-c3bcf1077e7e-gw-dipped-i-mAOD-qualified,,471835,149655,51.241555,-0.972307,84.30044556,723,65,1959,2023,65,2.696531314,4.72044556,0.89044556
1086,East Herrington,http://environment.data.gov.uk/hydrology/id/measures/295008e7-1f09-46d7-9d01-e4188fd7c005-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/295008e7-1f09-46d7-9d01-e4188fd7c005-gw-logged-i-subdaily-mAOD-qualified,436898,552965,54.870087,-1.426575,86.23774719,7180,23,2001,2023,23,37.790913,41.46149719,35.26891386
1087,Lechlade Ski Jump,http://environment.data.gov.uk/hydrology/id/measures/add64dd7-489a-4b2e-9131-54ee732b21ae-gw-dipped-i-mAOD-qualified,,417530,200470,51.702695,-1.747725,78.18107605,192,20,2004,2023,20,0.441596883,0.77107605,-0.06892395
1088,Patshull,http://environment.data.gov.uk/hydrology/id/measures/34df7921-9e80-4c46-aebd-46af7f4e9f1e-gw-dipped-i-mAOD-qualified,,381185,300905,52.605589,-2.279252,77.52242279,394,36,1986,2021,36,0.665341572,1.50242279,-0.17757721
1089,Orchard Dene Cottage,http://environment.data.gov.uk/hydrology/id/measures/4614dc20-f840-4eb1-bea3-4f18c6f27f94-gw-dipped-i-mAOD-qualified,,453405,186005,51.570389,-1.230834,62.55271912,540,49,1973,2023,51,1.021682083,1.73271912,0.30271912
1090,Newbald Lodge,http://environment.data.gov.uk/hydrology/id/measures/61baf80c-c0c0-4ce4-a62d-b1ba793d278f-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/61baf80c-c0c0-4ce4-a62d-b1ba793d278f-gw-logged-i-subdaily-mAOD-qualified,494350,439222,53.840674,-0.567573,109.8838806,7930,44,1980,2023,44,76.14643661,89.9438806,61.0440056
1091,Firle Village,http://environment.data.gov.uk/hydrology/id/measures/782c670d-8e0e-457e-bbd5-87d477577ff2-gw-dipped-i-mAOD-qualified,,546645,107637,50.849668,0.081811,22.82680893,529,50,1974,2023,50,1.523614223,3.82680893,0.00680893
1092,Russells Farm,http://environment.data.gov.uk/hydrology/id/measures/e4027a81-baf0-41cd-a59c-2e0b482a5d30-gw-dipped-i-mAOD-qualified,,462355,114355,50.925286,-1.114175,67.65250397,506,52,1966,2023,58,27.37617986,32.91250397,16.71250397
1093,River Hill,http://environment.data.gov.uk/hydrology/id/measures/6e0b11f1-7d87-48a2-b2e7-30921911f41a-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/6e0b11f1-7d87-48a2-b2e7-30921911f41a-gw-logged-i-subdaily-mAOD-qualified,507980,215060,51.823731,-0.43465,111.6160126,6114,32,1992,2023,32,3.407628956,8.7060126,0.670595933
1094,Burton Shutts,http://environment.data.gov.uk/hydrology/id/measures/886fc764-141b-4be7-bab2-b20e8f7ddc8c-gw-dipped-i-mAOD-qualified,,425395,344315,52.995554,-1.623084,154.7530823,883,52,1971,2023,53,17.59642318,20.0230823,13.8030823
1096,Well Place,http://environment.data.gov.uk/hydrology/id/measures/66b4385f-b330-430f-b9a8-679e323de37f-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/66b4385f-b330-430f-b9a8-679e323de37f-gw-logged-i-subdaily-mAOD-qualified,464425,185255,51.562497,-1.07199,89.51797485,7982,48,1976,2023,48,21.83066723,35.10797485,12.12697485
1097,Summerdown Farm,http://environment.data.gov.uk/hydrology/id/measures/2f71728b-64fa-48f3-b31b-4a07e4b0dfcb-gw-dipped-i-mAOD-qualified,,421899,155400,51.297305,-1.687288,144.2942505,352,33,1991,2023,33,11.62078459,19.0042505,1.3542505
1098,The Holt,http://environment.data.gov.uk/hydrology/id/measures/8bb14cc8-7a70-4c4e-aded-090d8071fcb6-gw-dipped-i-mAOD-qualified,,516974,219645,51.863128,-0.30266,138.1504059,1275,53,1964,2023,60,50.60519806,54.5504059,44.9804059
1099,Lower Barpham,http://environment.data.gov.uk/hydrology/id/measures/e52e213c-dc2f-4a11-9a2b-1cca82effdb9-gw-dipped-i-mAOD-qualified,,507355,109495,50.87499,-0.475531,79.18899536,414,42,1981,2023,43,71.83781179,77.13899536,56.16899536
1100,Hughenden Church,http://environment.data.gov.uk/hydrology/id/measures/c68fac1f-d12b-44c2-97a9-a642a3578a39-gw-dipped-i-mAOD-qualified,,486475,195515,51.65178,-0.751439,93.40332031,297,28,1995,2023,29,9.034902802,11.23332031,7.84332031
1101,Conholt House,http://environment.data.gov.uk/hydrology/id/measures/272a0d00-ca64-4f5c-8370-558bc16c8f1e-gw-dipped-i-mAOD-qualified,,432186,155162,51.294679,-1.539771,237.075882,165,31,1986,2023,38,78.82357897,82.285882,74.875882
1102,Dalesdown,http://environment.data.gov.uk/hydrology/id/measures/677d3c13-d41d-4038-8481-e5e1a40193f6-gw-dipped-i-mAOD-qualified,,499505,109305,50.874685,-0.587117,111.8820343,340,27,1992,2023,32,94.31821077,101.8520343,77.3420343
1103,Stoke Holy Cross,http://environment.data.gov.uk/hydrology/id/measures/a7d7e9a8-2734-4ecb-9091-7c44ecd39aaa-gw-dipped-i-mAOD-qualified,,623275,302005,52.570005,1.293297,10.01443768,390,40,1982,2023,42,2.546912039,3.17443768,1.66443768
1104,Waterditch Farm,http://environment.data.gov.uk/hydrology/id/measures/0cf6d5c6-341f-49e1-8ed9-34da140e200d-gw-dipped-i-mAOD-qualified,,593350,152390,51.237917,0.768431,186.733551,379,35,1984,2019,36,78.87537158,79.783551,77.483551
1106,Minchinhampton,http://environment.data.gov.uk/hydrology/id/measures/569357f0-f904-45e0-a423-88665fd47cd0-gw-dipped-i-mAOD-qualified,,388935,199025,51.689862,-2.161462,167.3731537,326,30,1993,2022,30,85.50708008,89.7631537,81.5331537
1107,Butchers Lane,http://environment.data.gov.uk/hydrology/id/measures/055da103-5f04-4692-a81d-5bd6f8684b7d-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/055da103-5f04-4692-a81d-5bd6f8684b7d-gw-logged-i-subdaily-mAOD-qualified,490624,112875,50.908239,-0.712421,77.55080414,2385,41,1981,2023,43,7.466340029,18.27080414,0.09280414
1108,Stein Refractories,http://environment.data.gov.uk/hydrology/id/measures/a18df688-7bd3-4c3e-94d4-9ea882a764ff-gw-dipped-i-mAOD-qualified,,465875,394485,53.443016,-1.009701,13.0235157,371,35,1976,2023,48,16.05216799,23.5635157,10.1635157
1109,Chalkpit Farm,http://environment.data.gov.uk/hydrology/id/measures/084c7d27-0a3f-4440-b02d-97e79ef00c47-gw-dipped-i-mAOD-qualified,,560608,255593,52.175212,0.347365,84.02957153,162,19,1998,2023,26,53.47160857,70.12957153,41.30957153
1110,Poplars Nursery,http://environment.data.gov.uk/hydrology/id/measures/0d948711-1e98-4448-9953-4dfe780f91d0-gw-dipped-i-mAOD-qualified,,502304,230189,51.960774,-0.512493,87.27058411,137,30,1976,2023,48,16.07021915,19.48058411,13.26058411
1111,Carrholme Bridge,http://environment.data.gov.uk/hydrology/id/measures/ad1e9a5f-ddaf-4ec2-a250-38d9ceed25e8-gw-dipped-i-mAOD-qualified,,449879,464568,54.074619,-1.239201,16.56059074,501,44,1980,2023,44,5.059979962,6.31059074,4.40059074
1112,Hamsey Place Farm,http://environment.data.gov.uk/hydrology/id/measures/942fb681-8d6d-4ccb-84bd-352997892c7c-gw-dipped-i-mAOD-qualified,,541193,112242,50.892408,0.00619,8.857441902,510,50,1974,2023,50,6.771471314,7.717441902,5.347441902
1113,Mace Farm,http://environment.data.gov.uk/hydrology/id/measures/59498cf5-6855-4b37-b3ef-817b1bf97182-gw-dipped-i-mAOD-qualified,,544973,160614,51.326151,0.079318,169.5514526,362,32,1992,2023,32,57.75598299,61.0514526,53.7014526
1114,Bix Hall,http://environment.data.gov.uk/hydrology/id/measures/2e70ace6-1314-4ad3-b18e-3a41cab1a74b-gw-dipped-i-mAOD-qualified,,472825,185955,51.56777,-0.950687,87.51023865,535,52,1971,2023,53,27.94775267,34.87023865,19.49023865
1115,Top Plantation,http://environment.data.gov.uk/hydrology/id/measures/e07d2780-0bc6-457d-8417-bfe71606cb3b-gw-dipped-i-mAOD-qualified,,495901,430401,53.761134,-0.546753,126.8750763,355,31,1980,2023,44,77.15059743,80.0250763,71.5150763
1116,Hodcott 2,http://environment.data.gov.uk/hydrology/id/measures/a32ee2db-7d02-40de-a161-2ba03f7d51bc-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/a32ee2db-7d02-40de-a161-2ba03f7d51bc-gw-logged-i-subdaily-mAOD-qualified,448265,182115,51.535878,-1.305523,128.5601501,8437,46,1973,2023,51,17.52237197,30.1301501,6.7947751
1117,Stoke Bridge,,http://environment.data.gov.uk/hydrology/id/measures/f83cb406-e9a1-44fd-bf08-7d0d300dbbbf-gw-logged-i-subdaily-mAOD-qualified,363345,327825,52.846663,-2.545685,63.82238388,711,36,1981,2022,42,2.178092917,3.35238388,1.16238388
1119,Thorpe on the Hill,http://environment.data.gov.uk/hydrology/id/measures/6a4eea14-01ac-4f4f-996c-87977678d66d-gw-dipped-i-mAOD-qualified,,489605,366055,53.184045,-0.660557,14.35382843,340,33,1985,2023,39,2.139563724,5.10382843,0.99382843
1120,Maharajas Well,http://environment.data.gov.uk/hydrology/id/measures/bc7dc227-87eb-4455-a844-0ad7a04fe234-gw-dipped-i-mAOD-qualified,,467865,184125,51.551936,-1.02259,175.2158508,299,42,1971,2022,52,96.15839261,99.2158508,91.4458508
1121,Skillington,http://environment.data.gov.uk/hydrology/id/measures/83290bec-7e6e-45e2-9edd-bce40ab13cd4-gw-dipped-i-mAOD-qualified,,490105,327025,52.833211,-0.663951,120.8214111,228,37,1977,2023,47,23.99755145,26.1714111,22.9714111
1122,My Lords Farm,http://environment.data.gov.uk/hydrology/id/measures/a13114a3-afdb-4a6e-a4c3-e60095a144f7-gw-dipped-i-mAOD-qualified,,602885,285894,52.433347,0.983069,53.13724518,232,22,1998,2019,22,26.0262538,28.85724518,21.16724518
1123,Whitters Copse,http://environment.data.gov.uk/hydrology/id/measures/9aa4a4f2-2b35-4f95-9a4a-16fce4545057-gw-dipped-i-mAOD-qualified,,490665,124365,51.011527,-0.708979,132.3260498,325,36,1981,2023,43,26.83903442,28.2160498,22.3460498
1124,Charterhouse,http://environment.data.gov.uk/hydrology/id/measures/43a50822-cc04-4bd4-a8f4-b9b2a86b8e9b-gw-dipped-i-mAOD-qualified,,496370,145150,51.197446,-0.622137,95.30441284,166,26,1976,2015,40,43.93158151,45.22441284,42.09441284
1125,Allans Farm,http://environment.data.gov.uk/hydrology/id/measures/55d8c2c5-c675-4257-a74d-a5c3ad2dfd6a-gw-dipped-i-mAOD-qualified,,613068,271876,52.303641,1.12373,47.77519608,284,30,1989,2023,35,14.96009045,16.61519608,14.09519608
1126,Brookside Blewbury,http://environment.data.gov.uk/hydrology/id/measures/22fbb33e-d8e3-4e04-bdcd-24561722e0b0-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/22fbb33e-d8e3-4e04-bdcd-24561722e0b0-gw-logged-i-subdaily-mAOD-qualified,452805,185805,51.568647,-1.23952,66.42546082,1031,36,1988,2023,36,3.019378376,4.00546082,2.167544153
1127,Upgate Common,http://environment.data.gov.uk/hydrology/id/measures/ef3801bd-ca25-4955-b626-4f195e4f157a-gw-dipped-i-mAOD-qualified,,614960,318020,52.7171,1.18123,22.50034332,288,27,1995,2022,28,0.471003042,1.59234332,0.11034332
1128,Westmeston St Martin,http://environment.data.gov.uk/hydrology/id/measures/1109c45a-f9e9-4b96-959a-4150888b6b96-gw-dipped-i-mAOD-qualified,,533914,113716,50.907388,-0.096704,98.88140106,479,48,1975,2023,49,12.19031547,15.86140106,5.00140106
1129,Moddershall,http://environment.data.gov.uk/hydrology/id/measures/ad79fa6c-1911-4600-af0c-0c6f9d410df2-gw-dipped-i-mAOD-qualified,,393115,336615,52.926888,-2.103855,205.881012,540,31,1979,2022,44,36.71614163,41.061012,34.231012
1130,City Hospital Nottingham,http://environment.data.gov.uk/hydrology/id/measures/ef389d3b-1d97-4e35-b70e-6dfa2c1a45f5-gw-dipped-i-mAOD-qualified,,456715,344245,52.992531,-1.156503,57.09984207,347,31,1989,2020,32,13.76857406,16.67984207,11.41984207
1131,Kingsclere,http://environment.data.gov.uk/hydrology/id/measures/b7835c15-4605-43fa-b8a6-7cb657156e9a-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/b7835c15-4605-43fa-b8a6-7cb657156e9a-gw-logged-i-subdaily-mAOD-qualified,453066,160988,51.345501,-1.239471,79.7625351,453,40,1982,2021,40,37.38090155,49.9525351,24.9425351
1132,Ford Lane,,http://environment.data.gov.uk/hydrology/id/measures/155bccf5-ab21-4afe-ae0d-10d498de5e2d-gw-logged-i-subdaily-mAOD-qualified,350900,359710,53.132265,-2.735306,34.80580139,9416,43,1974,2021,48,6.597933166,7.59580139,5.63867639
1133,Monks Lane Corpusty,http://environment.data.gov.uk/hydrology/id/measures/f5ad6f73-98c3-4d28-8b28-17e26e9c1cb0-gw-dipped-i-mAOD-qualified,,611820,329847,52.824496,1.142457,26.9685154,321,34,1989,2023,35,0.393406366,0.8585154,-0.6414846
1134,West Layton Farm,http://environment.data.gov.uk/hydrology/id/measures/6a6150b5-7730-4100-b276-cc2234f94e95-gw-dipped-i-mAOD-qualified,,437224,526957,54.636354,-1.424816,84.85860443,508,44,1969,2023,55,55.69492333,69.15860443,49.39860443
1136,Compton Shepherds Hill,http://environment.data.gov.uk/hydrology/id/measures/44a71547-b894-459b-a72a-36142087cdbe-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/44a71547-b894-459b-a72a-36142087cdbe-gw-logged-i-subdaily-mAOD-qualified,452623,179410,51.51117,-1.2431,100.6643906,8703,51,1973,2023,51,10.75204216,19.6243906,4.048557267
1137,Warren Farm,http://environment.data.gov.uk/hydrology/id/measures/86aadbb5-aaab-4588-ab1a-0ddda8ad45ba-gw-dipped-i-mAOD-qualified,,451585,142555,51.179905,-1.263386,103.2318878,382,45,1977,2023,47,28.14492445,31.0618878,23.2518878
1138,Cherry Tree,http://environment.data.gov.uk/hydrology/id/measures/430a2d81-da5d-454a-8a49-f2626671fca4-gw-dipped-i-mAOD-qualified,,471545,410005,53.581753,-0.920817,2.717832088,1129,57,1967,2023,57,2.79255308,4.727832088,0.577832088
1139,Thornton Farm,http://environment.data.gov.uk/hydrology/id/measures/54758261-fbea-4c5c-958c-bbf984e50853-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/54758261-fbea-4c5c-958c-bbf984e50853-gw-logged-i-subdaily-mAOD-qualified,394976,647650,55.722222,-2.081537,48.66859436,9354,31,1992,2022,31,20.65453949,27.85192769,10.22859436
1140,Maidens Bower,http://environment.data.gov.uk/hydrology/id/measures/e28bc369-b5c4-4997-9522-abef56da6bcf-gw-dipped-i-mAOD-qualified,,343155,394305,53.442423,-2.857254,25.48384476,401,51,1966,2022,57,6.006153987,9.65384476,2.08384476
1142,Ashton,,http://environment.data.gov.uk/hydrology/id/measures/f689aa6c-debf-4af8-89c0-dd9d03997670-gw-logged-i-subdaily-mAOD-qualified,350420,369530,53.220483,-2.744005,37.02602005,9935,46,1968,2023,56,13.50206474,18.11010338,12.11143672
1146,Abbey Arms Wood,,http://environment.data.gov.uk/hydrology/id/measures/7177444d-f320-4ea2-bbf6-84b63ef7f7f1-gw-logged-i-subdaily-mAOD-qualified,356404,368163,53.208722,-2.654203,85.76811981,7009,22,2001,2023,23,30.93131633,41.68428648,23.45386981
1147,Three Bridges Saltfleetby,http://environment.data.gov.uk/hydrology/id/measures/3b55b11b-5b5a-4f7b-b9c6-a02cac0ea73b-gw-dipped-i-mAOD-qualified,,543785,388235,53.371406,0.159733,2.522410154,412,38,1982,2023,42,0.394036368,0.722410154,0.112410154
1148,Crofton Farm Burbage,http://environment.data.gov.uk/hydrology/id/measures/4d32702f-4cb7-4cc6-94ce-76d0f03ea02b-gw-dipped-i-mAOD-qualified,,426272,162664,51.362435,-1.624036,134.1864624,390,48,1974,2023,50,8.6104624,10.0464624,7.0664624
1149,Kelham Hills,http://environment.data.gov.uk/hydrology/id/measures/6f286a38-b5ea-4180-9d07-8965d9182ebc-gw-dipped-i-mAOD-qualified,,475925,356865,53.103578,-0.867397,55.6711731,940,50,1967,2023,57,38.52237523,51.0011731,31.7311731
1151,Thurroclean,,http://environment.data.gov.uk/hydrology/id/measures/22fef95d-c861-4a76-a2a8-f9dff51514b8-gw-logged-i-subdaily-mAOD-qualified,377370,397660,53.475165,-2.342412,24.00337982,6607,20,2004,2023,20,4.813046296,5.436046487,4.133671487
1152,Broughton,http://environment.data.gov.uk/hydrology/id/measures/7ae81a92-ea44-4c14-8bc9-a5a710bf6ee8-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/7ae81a92-ea44-4c14-8bc9-a5a710bf6ee8-gw-logged-i-subdaily-mAOD-qualified,476905,473044,54.147461,-0.824098,32.18867111,3990,42,1982,2023,42,14.38609156,16.72867111,9.325650277
1153,Teynham,http://environment.data.gov.uk/hydrology/id/measures/cef14b07-b7e4-4937-947a-7d7c5b656942-gw-dipped-i-mAOD-qualified,,595660,163490,51.336819,0.807556,3.230355501,462,41,1981,2023,43,2.002216973,2.550355501,0.960355501
1155,Burlington,http://environment.data.gov.uk/hydrology/id/measures/7db3ccec-4974-414e-bc22-03a58d3b542e-gw-dipped-i-mAOD-qualified,,377905,311595,52.701563,-2.328404,99.6289444,288,26,1996,2021,26,5.593840233,7.3589444,3.4589444
1156,Slough Grand Union,http://environment.data.gov.uk/hydrology/id/measures/c55baef9-b9e7-4d82-96e9-887fd3e09473-gw-dipped-i-mAOD-qualified,,497975,180755,51.517225,-0.589378,29.70665359,1061,52,1962,2023,62,3.332544259,10.71665359,-13.77334641
1157,Bleak Cottage,http://environment.data.gov.uk/hydrology/id/measures/d7652192-a84b-4bbb-abdb-1c4806325dc0-gw-dipped-i-mAOD-qualified,,466259,112744,50.910367,-1.058928,58.42177963,102,25,1985,2023,39,19.45030904,24.09177963,8.24177963
1158,Luxborough Lane,http://environment.data.gov.uk/hydrology/id/measures/e36a9534-c3b6-41c6-b6bc-4e8052052300-gw-dipped-i-mAOD-qualified,,542330,192680,51.614955,0.054315,14.93942165,321,37,1986,2023,38,30.01720981,35.49942165,26.11942165
1159,Saltend,http://environment.data.gov.uk/hydrology/id/measures/1e8b7e57-fdc6-4e61-9268-e16c2a29119e-gw-dipped-i-mAOD-qualified,,516301,427499,53.730914,-0.238544,2.923140526,460,40,1979,2019,41,2.325640526,3.413140526,1.513140526
1160,Kinley Hill,http://environment.data.gov.uk/hydrology/id/measures/5fde064d-1f47-487f-9a06-4b0cf86a890a-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/5fde064d-1f47-487f-9a06-4b0cf86a890a-gw-logged-i-subdaily-mAOD-qualified,443098,546631,54.812677,-1.330915,94.33848572,10060,33,1991,2023,33,92.25718147,92.80848572,91.70181905
1161,Chalfont St Giles,http://environment.data.gov.uk/hydrology/id/measures/8ef059f3-dcff-4438-8d5b-90518ffdd15f-gw-dipped-i-mAOD-qualified,,499130,193640,51.632841,-0.569106,71.164505,689,33,1991,2023,33,4.485542736,10.884505,-0.665495
1162,Cliff Lane,http://environment.data.gov.uk/hydrology/id/measures/a1ef1fad-e3ab-4c27-9b0f-029a0469e63a-gw-dipped-i-mAOD-qualified,,501855,369645,53.214102,-0.476165,28.30405426,395,37,1982,2023,42,10.66640869,11.91405426,10.05405426
1163,Sedgeford,http://environment.data.gov.uk/hydrology/id/measures/4dcf486b-f8b3-4701-960f-9041a1b8fbb4-gw-dipped-i-mAOD-qualified,,571006,337418,52.906972,0.541382,29.77820206,185,21,1998,2019,22,15.12263449,16.67820206,12.78820206
1164,Peterlee,http://environment.data.gov.uk/hydrology/id/measures/64c53c19-9d77-47b1-a555-2287eef43792-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/64c53c19-9d77-47b1-a555-2287eef43792-gw-logged-i-subdaily-mAOD-qualified,441055,540220,54.755239,-1.363606,116.272522,2996,10,2007,2016,10,87.89080794,89.24818867,86.18168867
1165,Osborne Road,http://environment.data.gov.uk/hydrology/id/measures/272628b5-94c2-4a23-9aef-efaf611a12bb-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/272628b5-94c2-4a23-9aef-efaf611a12bb-gw-logged-i-subdaily-mAOD-qualified,399146,652328,55.76428,-2.01517,13.81978512,7107,28,1990,2022,33,14.25137772,43.16836845,6.643118453
1166,Avenue Small Farm,http://environment.data.gov.uk/hydrology/id/measures/b62087a7-bdfc-40d7-a947-9acf3a388a3b-gw-dipped-i-mAOD-qualified,,362465,325545,52.826107,-2.558487,71.05020142,337,41,1982,2022,41,2.529429907,3.98020142,1.24020142
1167,Hackthorne,http://environment.data.gov.uk/hydrology/id/measures/a2635602-52e6-4f1c-872b-c4d70ebe3f4c-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/a2635602-52e6-4f1c-872b-c4d70ebe3f4c-gw-logged-i-subdaily-mAOD-qualified,496635,382945,53.334587,-0.550269,59.05476379,639,40,1974,2017,44,5.719380378,8.03476379,3.13476379
