No,label,trend classification,aquifer,regions,Spatial heterogeneity_5km,Spatial heterogeneity_no station nearby5km,Population density_MSOA,Population density_5km circle averaged,Irrigation intensity,long-term average groundwater recharge
1207,Wardlow,Slow decreasing,Carboniferous Limestone,Midlands,no station nearby,homogeneous trends,117.2,66.44717072,51,1.696559907
1208,Claredown farm,No trend,Chalk,Anglian,,,42.1,58.24113258,1001,0.086268847
1209,Highcliffe Farm,No trend,Carboniferous Limestone,Midlands,,,113.5,227.1056496,1,2.164287678
1210,Cams Hill,No trend,Chalk,Southern,,,74,199.8946285,101,0.997527927
1211,New Gardens,Slow decreasing,Chalk,Thames,heterogeneous trends,homogeneous trends,55.9,103.6462319,251,0.673084047
1212,Eastrop Park,Slow increasing,Lower Greensand,Thames,no station nearby,no station nearby,3143.4,1313.684528,251,0.84151116
1213,Bell Slack,No trend,Chalk,North East,,,30,107.7101571,51,0.620603859
1214,Eastry,No trend,Lower Greensand,Southern,,,108.4,231.8106374,1001,0.586715266
1215,West Newton Grange,Slow increasing,Corallian Limestone,North East,heterogeneous trends,heterogeneous trends,20.2,20.62126568,751,0.071858878
1216,Catfield,Slow increasing,Crag,Anglian,heterogeneous trends,heterogeneous trends,93.5,97.20781348,1001,0.319092552
1217,Brown Bank,Slow increasing,Triassic Sandstone,North West,heterogeneous trends,heterogeneous trends,29.2,29.2,1,1.720378299
1218,Charlton Road,No trend,Chalk,Southern,,,75.3,96.88816642,1001,1.334917955
1219,Elmswell Hall,No trend,Chalk,North East,,,35.6,135.7808339,51,0.540417775
1220,Fortis Green,Slow increasing,Chalk,Thames,heterogeneous trends,homogeneous trends,6366.2,7872.039139,101,0.076040326
1221,Broomscot,No trend,Chalk,Anglian,,,51.1,70.27853577,5001,0.380094404
1222,Chestnut Street,Slow increasing,Chalk,Southern,heterogeneous trends,homogeneous trends,836.8,649.280274,251,0.435881586
1223,Weelsby,Slow increasing,Chalk,Anglian,heterogeneous trends,heterogeneous trends,1021.5,1828.46587,1001,0.252942638
1224,Ticehurst Grange,No trend,Corallian Limestone,Southern,,,144.5,146.2443887,501,0.124988885
1225,West Stourmouth,No trend,Carboniferous Limestone,Southern,,,110.3,117.5688221,1001,0.042829645
1226,Point Farm,Slow decreasing,Chalk,Anglian,heterogeneous trends,heterogeneous trends,46.4,66.02359429,1001,0.372282992
1227,Little Ness,Slow decreasing,Unallocated to aquifers,Midlands,no station nearby,no station nearby,55,56.15646387,1001,0.624665345
1228,Norwich Lane,Slow decreasing,Chalk,Anglian,heterogeneous trends,heterogeneous trends,102.3,77.6125121,5001,0.44533632
1229,Beehive Cottage,No trend,Triassic Sandstone,Midlands,,,227.5,121.4695653,101,0.733460021
1230,Dryham North Cave,No trend,Triassic Sandstone,North East,,,102.7,95.04033598,51,0.304492409
1231,Tewin Water,No trend,Chalk,Thames,,,102.9,862.1026617,101,0.501550415
1232,Weobley,No trend,Permian Sandstone,Midlands,,,70.1,67.88643923,1001,0.399481969
1233,Fenn Green Farm,Slow increasing,Unallocated to aquifers,Midlands,no station nearby,no station nearby,48.6,96.67322399,251,0.738856315
1234,Tiddington,Sudden upward change,Triassic Sandstone,Midlands,,,495.4,459.2046178,501,0.308311293
1235,Lavenham,No trend,Chalk,Anglian,,,64.3,93.69292264,1001,0.060988174
1236,Southfleet 37,Sudden upward change,Unallocated to aquifers,Southern,,,3196.3,2192.753817,251,0.320599794
1237,Little Langmere Plantation,Slow decreasing,Chalk,Anglian,heterogeneous trends,homogeneous trends,65.6,72.7585578,5001,0.484200497
1238,Edge Lane,Slow decreasing,Triassic Sandstone,Midlands,no station nearby,homogeneous trends,88.1,459.082266,101,0.739302407
1239,London Road Little Missenden,No trend,Chalk,Thames,,,510.7,448.86302,101,0.871353881
1240,Dalton Middle,No trend,Chalk,North East,,,35.6,59.38277144,751,0.599066344
1241,Goxhill Haven,No trend,Chalk,Anglian,,,145.7,883.7346446,1001,0.049140661
1243,Leonards Grave,Slow increasing,Chalk,Southern,heterogeneous trends,homogeneous trends,45,51.09285005,1,0.924075878
1244,Kirklington,Slow decreasing,Triassic Sandstone,Midlands,no station nearby,homogeneous trends,87.7,129.788767,1001,0.059567805
1245,Clockhouse lane,Slow increasing,Chalk,Anglian,no station nearby,heterogeneous trends,3427.6,1731.928208,1001,0.316141369
1246,Leeds Trident,No trend,Unallocated to aquifers,North East,,,7503.4,4185.55971,251,0.384733415
1247,Appleshaw,No trend,Chalk,Southern,,,327.7,201.7682076,1,0.66669931
1248,Willingdon Upper Kings Drive,No trend,Lower Greensand,Southern,,,806.7,1516.437549,1,0.161893407
1249,Island Pool,Slow increasing,Unallocated to aquifers,Midlands,no station nearby,no station nearby,128.6,664.1122215,1001,0.572710051
1250,Ashton Farm,No trend,Chalk,South West,,,67.6,405.4597959,101,1.340571348
1251,Milston Drove,Slow increasing,Chalk,South West,heterogeneous trends,homogeneous trends,78.9,227.1363244,51,0.792240287
1252,New Buildings,No trend,Chalk,South West,,,66.3,65.22486735,101,1.068823645
1253,Tresillian,No trend,Chalk,Anglian,,,46.9,59.86446147,251,0.088291543
1257,Horton Inn,Slow increasing,Chalk,South West,no station nearby,heterogeneous trends,42.5,48.62899224,101,0.912755446
1258,New Mill Northbourne,No trend,Lower Greensand,Southern,,,411.4,490.8021194,1001,0.384090815
1259,Sunshine Services,Slow decreasing,Lower Greensand,Thames,no station nearby,heterogeneous trends,17965.5,10994.39833,251,0.116108587
1260,Bedale,No trend,Carboniferous Limestone,North East,,,91.5,72.40100522,251,0.670580477
1261,Frettenham,No trend,Chalk,Anglian,,,132.5,485.3939076,1001,0.455509168
1263,Wothorpe,No trend,Oolites,Anglian,,,100,329.7249332,101,0.196923914
1264,Washingdales Lane Aylesbury,Slow decreasing,Chalk,Anglian,heterogeneous trends,homogeneous trends,169.9,208.7985324,1001,0.319488998
1265,Mapperley,Slow increasing,Triassic Sandstone,Midlands,heterogeneous trends,homogeneous trends,5127.6,3833.638824,1001,0.444503349
1266,Rectory Farm,No trend,Chalk,Anglian,,,216.2,401.3481279,5001,0.019132968
1267,Stroud 3,Slow decreasing,Lower Greensand,Southern,no station nearby,homogeneous trends,92.8,212.7877984,1001,0.155829241
1268,Brasted 3,No trend,Lower Greensand,Southern,,,147,245.9586609,1,0.886296669
1269,Brasted 1,Slow increasing,Lower Greensand,Southern,homogeneous trends,homogeneous trends,147,245.2857847,1,0.886296669
1270,Plaistowes Farm,No trend,Chalk,Thames,,,590.8,1374.273028,101,0.553989017
1271,Highways Road,Slow increasing,Chalk,Southern,heterogeneous trends,heterogeneous trends,159.3,759.7984437,1,1.003342015
1272,Stabhill,Slow increasing,Unallocated to aquifers,Midlands,no station nearby,no station nearby,101.5,167.4849481,251,0.640085523
1273,Crouch Farm,Slow increasing,Lower Greensand,Southern,no station nearby,heterogeneous trends,782.2,1498.485072,1,0.448466046
1274,Dans Road,Slow increasing,Permian Sandstone,North West,heterogeneous trends,homogeneous trends,2246.9,1595.908809,101,0.080499671
1275,Knights Place,No trend,Chalk,Southern,,,182.1,1124.09674,251,0.539630901
1276,Banterwick Barn,Slow decreasing,Chalk,Thames,heterogeneous trends,homogeneous trends,152.2,99.85678255,51,0.6761006
1277,Broom Belt,No trend,Lower Greensand,Anglian,,,56.3,54.85743646,1001,0.179227654
1278,Lower Beeding,No trend,Corallian Limestone,Southern,,,180.3,147.5683248,1,0.922701721
1279,Stainton Littlewood,Slow increasing,Magnesian Limestone,Midlands,no station nearby,homogeneous trends,186.5,359.8631464,2501,0.417883377
1280,Bridges Road,No trend,Chalk,Southern,,,2435.8,588.2566495,1,0.979845108
1281,Careby,No trend,Oolites,Anglian,,,73.2,71.84249205,101,0.231646147
1282,Middledale,No trend,Chalk,North East,,,30,48.10778297,51,0.638507853
1283,Highwood Lane,No trend,Lower Greensand,Southern,,,75.9,196.2433767,251,0.911725142
1284,Queens Park High School,No trend,Triassic Sandstone,North West,,,1678.5,1262.515488,1,0.057076229
1285,Great Bradley Farm,Sudden downward change,Chalk,Anglian,,,75.3,76.50507029,1001,0.095261201
1286,Cothill Quarry,No trend,Corallian Limestone,Thames,,,272.9,513.6990736,51,0.320885856
1287,Little Cawthorpe,No trend,Chalk,Anglian,,,20.3,185.9168101,751,0.379457917
1288,Upper Hill Farm,No trend,Chalk,Southern,,,74,166.2842116,101,0.998580122
1289,Aslackby,No trend,Oolites,Anglian,,,57.9,55.99108022,751,0.247076415
1290,Old Foundry Cottages,No trend,Chalk,South West,,,139.4,440.7782491,51,0.89557229
1291,Bewsey,Slow increasing,Triassic Sandstone,North West,heterogeneous trends,heterogeneous trends,3136.8,1927.221237,101,0.514312747
1292,Low Conniscliffe,Slow increasing,Carboniferous Limestone,North East,heterogeneous trends,homogeneous trends,72.9,650.4380534,251,0.259954292
1293,Brown Copse Crossroads,Slow increasing,Chalk,Southern,heterogeneous trends,heterogeneous trends,92.1,104.7379505,1,0.907366499
1295,Sprucely,Sudden upward change,Magnesian Limestone,North East,,,74.2,193.3711364,251,0.348482046
1296,East Allerdean,No trend,Fell Sandstone& Border Group,North East,,,33,31.75755386,1,0.393226032
1297,Breach House,No trend,Chalk,Southern,,,255.2,908.7868396,251,0.220973183
1298,Lower Standean,No trend,Chalk,Southern,,,87.1,1102.450033,1,0.886516364
1300,Four Crosses,Slow decreasing,Unallocated to aquifers,Midlands,no station nearby,no station nearby,275.3,950.7105279,251,0.393087451
1301,Keld Knowle,Slow increasing,Triassic Sandstone,North East,heterogeneous trends,heterogeneous trends,21.5,27.34947313,751,0.876908037
1302,Dirtness,No trend,Triassic Sandstone,Midlands,,,123.8,125.185411,2501,0.257831054
1303,Heather View,Slow increasing,Fell Sandstone& Border Group,North East,heterogeneous trends,heterogeneous trends,357.3,452.051074,1,0.394738362
1304,Wilderness Nackington,No trend,Lower Greensand,Southern,,,130.2,697.3356565,1001,0.610356951
1305,Frith Farm,No trend,Chalk,Southern,,,2940.8,651.6284393,1001,0.940522705
1306,Royal Free Hospital,Slow increasing,Chalk,Thames,heterogeneous trends,heterogeneous trends,9622.4,9877.505574,251,0.064956422
1307,Stapleford,Slow decreasing,Chalk,Anglian,no station nearby,homogeneous trends,413.6,927.2258037,5001,0.256205241
1308,Cockley Cley,No trend,Chalk,Anglian,,,25.2,107.4723289,5001,0.429077683
1309,Ashington Jinkes Farm,No trend,Lower Greensand,Southern,,,156.6,164.6332833,1,0.142866486
1310,Graylingwell Farm,Slow increasing,Chalk,Southern,heterogeneous trends,heterogeneous trends,75.3,465.5663602,1001,0.438576286
1311,Street Farm,No trend,Chalk,Anglian,,,47.8,55.90243169,1001,0.634212485
1312,Barnfields,Slow increasing,Unallocated to aquifers,South West,no station nearby,no station nearby,118.3,121.3236171,51,1.189542916
1313,Blenheim Cresent,No trend,Chalk,Anglian,,,111.4,310.7146063,1001,0.560616573
1314,Cranberry Rough,Slow decreasing,Chalk,Anglian,heterogeneous trends,heterogeneous trends,65.6,89.20875513,5001,0.389937015
1315,Stancombe Farm,No trend,Chalk,Thames,,,62,67.90606462,51,0.636118226
1316,Wivelrod,No trend,Chalk,Thames,,,116.8,270.5367473,501,1.076339862
1317,Warren Farm South Rauceby,No trend,Oolites,Anglian,,,43.2,189.1825519,751,0.204760382
1319,Wilsford 1,No trend,Oolites,Anglian,,,43.2,94.38131244,751,0.407775318
1320,Arkesden,No trend,Lower Greensand,Anglian,,,81.2,89.94651423,5001,0.100772254
1321,Shalford,Slow decreasing,Chalk,Anglian,no station nearby,heterogeneous trends,68.2,484.4695203,1001,0.118212256
1322,East Lane Ovington,No trend,Chalk,Southern,,,85,86.7425041,1,0.912322665
1323,West Meon Hut,Slow increasing,Chalk,Southern,heterogeneous trends,homogeneous trends,74,90.90130055,1,1.195143968
1324,Long Plantation,Slow decreasing,Chalk,Anglian,heterogeneous trends,heterogeneous trends,51.1,53.85627571,5001,0.25759259
1325,Leasingham,No trend,Oolites,Anglian,,,43.2,293.2552877,751,0.265904612
1326,Pump Close,No trend,Lower Greensand,Southern,,,257.2,641.4535034,251,0.570752727
1327,Kiln Farm,No trend,Chalk,Thames,,,162.8,1247.016683,251,0.095069618
1328,Nelson Arms Winterslow,No trend,Chalk,Southern,,,87.7,74.76979946,1,0.775666218
1330,Lime Kiln Way,No trend,Triassic Sandstone,South West,,,56.7,105.0537973,51,0.16729053
1331,West End Lane,Slow increasing,Chalk,Southern,heterogeneous trends,homogeneous trends,116.8,104.1129484,1,1.032758792
1332,Blackmoor Estate,No trend,Lower Greensand,Thames,,,107.5,300.9461,501,0.871695164
1333,Norway Drove,Slow increasing,Unallocated to aquifers,Southern,no station nearby,no station nearby,233.8,412.9874853,1001,0.832414674
1334,Birkmyre,No trend,Unallocated to aquifers,Midlands,,,74.7,101.8949051,1001,0.450887258
1335,Clanville Gate,No trend,Chalk,Southern,,,327.7,317.9154996,1,0.688444279
1336,Ackholts Cottages,No trend,Lower Greensand,Southern,,,436.2,187.7881529,1001,0.77834408
1337,Edes Barn Cottage,Slow decreasing,Chalk,Thames,no station nearby,heterogeneous trends,508.2,853.3211163,101,0.774467214
1338,Thurning Road,No trend,Chalk,Anglian,,,61.1,59.01199862,1001,0.50273069
1339,Nightingale Lodge,Slow decreasing,Chalk,Anglian,no station nearby,homogeneous trends,60.2,68.87318943,5001,0.242117422
1340,Buxton Heath 1,No trend,Chalk,Anglian,,,168.7,123.1795832,1001,0.200516257
1341,Fosse Farm,No trend,Oolites,Thames,,,28,33.37152019,51,0.898696923
1343,North Lane Reepham,No trend,Oolites,Anglian,,,93.2,392.8630863,751,0.25687707
1344,Lower Farm Throcking,No trend,Chalk,Thames,,,82.6,101.1184739,101,0.122198732
1345,Manor Farm Broughton,No trend,Chalk,Southern,,,45,45.24184227,1,0.924075878
1346,Cheriton,No trend,Chalk,Southern,,,88.2,85.32159528,1,1.082172926
1347,Barrowhill,No trend,Unallocated to aquifers,Midlands,,,128.6,154.1298702,1001,0.468127728
1348,Wayside,No trend,Chalk,Thames,,,1019.3,590.6081784,101,0.854054881
1349,Flegis Court,Slow increasing,Chalk,Southern,heterogeneous trends,heterogeneous trends,776,868.9381892,1001,0.968881447
1350,Dradfield Lane,Slow increasing,Chalk,Southern,homogeneous trends,homogeneous trends,74,160.3356091,101,0.131814182
1352,Great Tey,Slow increasing,Chalk,Anglian,heterogeneous trends,homogeneous trends,180.4,212.3928299,1001,0.388096561
1353,New Mill,No trend,Triassic Sandstone,North West,,,257.1,207.0998498,1,0.507145558
1354,the Hydes Thaxted,Slow decreasing,Chalk,Anglian,heterogeneous trends,homogeneous trends,66.2,72.65638035,1001,0.100720205
1355,Bagnor Manor,No trend,Chalk,Thames,,,48.8,427.0597198,51,0.666440487
1356,Waters Down Farm,No trend,Chalk,Southern,,,45,70.94770703,1,0.982529246
1357,Hoe Gate,Slow decreasing,Chalk,Southern,homogeneous trends,homogeneous trends,74,159.1057851,101,0.988701421
1358,Rottington,Slow increasing,Carboniferous Limestone,North West,no station nearby,heterogeneous trends,840.5,481.7300633,1,1.604943924
1359,The Arms,No trend,Chalk,Anglian,,,25.2,86.2844897,5001,0.419316952
1360,Village Farm Dalton,No trend,Magnesian Limestone,North East,,,32,375.5917919,251,0.344607278
1361,Forton Longparish,No trend,Chalk,Southern,,,47.4,192.8249192,1,0.79090561
1362,Stanmoor Hall,No trend,Chalk,Anglian,,,109,250.8387839,5001,0.173549634
1363,Salutation Inn,No trend,Magnesian Limestone,Midlands,,,4366.1,4019.880884,1001,0.32478444
1364,Blackmoor,No trend,Chalk,Thames,,,5117.7,1243.198947,251,0.609974487
1366,Essendine,Slow increasing,Oolites,Anglian,heterogeneous trends,heterogeneous trends,88.7,131.4715418,101,0.053730586
1367,Sefton Park,Slow decreasing,Triassic Sandstone,North West,homogeneous trends,homogeneous trends,3845.2,4957.843232,101,0.320703633
1368,Park Farm,No trend,Triassic Sandstone,North West,,,372,168.8209661,1,0.655997593
1371,Rede,Sudden upward change,Lower Greensand,Anglian,,,60.2,67.24987393,1001,0.074536252
1372,Espland Hill,No trend,Carboniferous Limestone,North West,,,22.2,19.34785143,1,1.593764966
1373,Oliver Road Leyton,Slow increasing,Chalk,Thames,heterogeneous trends,homogeneous trends,5894.9,10459.34889,101,0.130931576
1374,Bosham Newells Lane,No trend,Chalk,Southern,,,93.2,256.9116557,1001,0.087336481
1375,Red House,No trend,Corallian Limestone,Southern,,,120,293.737273,501,0.95913751
1376,Simmonds Hill,Slow increasing,Triassic Sandstone,North West,heterogeneous trends,homogeneous trends,223.1,240.45939,101,0.555926547
1377,Five Mile House,No trend,Oolites,Thames,,,28,33.8351016,51,0.898696923
1378,Bryants Heath 1,No trend,Crag,Anglian,,,76.6,235.6106151,1001,0.511927009
1379,Bowd,Slow increasing,Triassic Sandstone,South West,no station nearby,homogeneous trends,1078.6,289.0306136,51,0.288497604
1380,Alland Grange,Slow increasing,Chalk,Southern,heterogeneous trends,heterogeneous trends,138.1,756.1560213,1001,0.476846184
1381,Wybunbury Moss,No trend,Triassic Sandstone,North West,,,158.1,707.1964792,1,0.590354268
1382,Woodbastwick Hall,No trend,Crag,Anglian,,,148.8,146.8874606,1001,0.255542694
1383,Norbury Junction,Slow increasing,Triassic Sandstone,Midlands,heterogeneous trends,heterogeneous trends,73.4,109.896497,1001,0.426354858
1384,Windsor Road,No trend,Chalk,Thames,,,635.2,1196.936635,251,0.104164204
1385,Round House,Slow decreasing,Chalk,Anglian,homogeneous trends,homogeneous trends,80.8,78.88617322,1001,0.101322467
1386,Hurstmere School,No trend,Chalk,Southern,,,3877.3,3503.327754,1,0.30469326
1387,Netherton Valley,Slow increasing,Chalk,Southern,heterogeneous trends,heterogeneous trends,100.7,89.04891078,1,0.89832851
1388,Cuckoo Lodge,No trend,Chalk,Anglian,,,39.5,40.03362612,5001,0.412782963
1389,Summerville Cottage,Slow increasing,Triassic Sandstone,Midlands,homogeneous trends,homogeneous trends,63.4,112.3716585,101,0.639525907
1390,Barnsheath Farm,No trend,Triassic Sandstone,Midlands,,,185.9,211.9094801,501,0.524751383
1391,Lower Farm,Slow decreasing,Chalk,Anglian,homogeneous trends,homogeneous trends,74.5,95.3030761,5001,0.075765246
1392,South Wold Farm,No trend,Chalk,North East,,,124.8,82.91438808,51,0.577273526
1393,Strubby,No trend,Chalk,Anglian,,,46.6,79.38593981,751,0.234988135
1394,North Bottom,No trend,Chalk,Southern,,,87.1,644.9038533,1,1.151988347
1395,North Street,Slow decreasing,Lower Greensand,Southern,heterogeneous trends,heterogeneous trends,90.7,493.1000833,251,0.365136793
1396,Hill Top Farm,No trend,Unallocated to aquifers,North East,,,103.2,598.9832655,251,0.45524881
1398,Furness Abbey,Slow increasing,Carboniferous Limestone,North West,no station nearby,no station nearby,1197.8,878.8661433,1,0.775213992
